arg_id	arg_text	arg_guideline	post_id	post_topic
3920	They would also know that there are equilibriums that exist between soluble and insoluble carbonates. 	the equilibriums that exist between soluble and insoluble carbonates	799219	climate change
3921	"For the rest of us though	 especially those of you in foggy England	 solar isn't a viable answer. "	the viability of using solar power in England	635809	climate change
3922	"The US electricity consumption for 2005 was 3	816	000	000 MWh. "	the electricity consumption in the United States in 2005	635809	climate change
3923	It seems that CFC's are products contain a certain amount of chlorine in them which is proven to cause ozone depletion. 	do cfcs cause ozone depletion	52370	climate change
3924	That would mean that any other product released into the air that contains any amount of chlorine would also cause ozone depletion particularly if they were not washed back down to earth by rain. 	does chlorine cause ozone depletion	52370	climate change
3925	Bromine is another element which creates ozone depletion and is found in particals called halons used in fire extinguishers before 1993. 	does bromine cause ozone depletion	52370	climate change
3926	The manufacturing of stryrofoam was also found to release ozone depleting chemicals into the air as well as volcanic eruptions and the burning of fossil fuels. 	does manufacturing Styrofoam release ozone depleting chemicals into the air 	52370	climate change
3927	"Nuclear is exceedingly expensive	 and potentially dangerous. It is more expensive than wind currently. "	is nuclear energy more expensive than wind energy	279660	climate change
3928	"25% expressed no opinion either way	 using the key words	 ""global climate change""	 they returned some articles that didn't comment on the human effect of climate change. "	what percent of scientists deny climate change	508429	climate change
3929	They're the ones combining with ozone in the atmosphere and thinning the ozone layer. 	how does the ozone layer get depleted	30401	climate change
3930	"There are plenty of different ways of calculating error bounds	 and looking for correlations. "	how are error bounds calculated	799217	climate change
3931	"And yes	 there IS universal consensus among scientists that the world is round. "	is there consensus among scientists about climate change	457848	climate change
3932	Also they had a lot fewer motors cars than there are today ..in fact there were No motor cars because they had not been invented. Therefore if the energy requirements where miniscule compared with today the fossil fuels burnt were miniscule compared with today so it must follow that the amount of CO2 released into the atmosphere was miniscule compared to today.Hope that explains what I mean by amount of energy gained. 	how has c02 emission increased in last 200 years	635778	climate change
3933	"And no	 climate modelling is not the same as long term weather forecasting	 because it is not trying to place a particular event in a particular day or even year. "	is climate modeling the same as weather forecasting 	799279	climate change
3934	The greenhouse effect is why our atmosphere is warmer than outer space. 	if the greenhouse effect is why our atmosphere is warmer than outer space.	791045	climate change
3935	"It doesn't take a genius to work out that even if 95% of the difference (around 280k) is caused by water vapour	 then other gases can still make a substantial difference. "	"if 95% of the difference is caused by water vapour	 then other gases can still make a difference."	791045	climate change
3936	"In any case	 CO2 blocks different parts of the spectrum to water	 so any increase can have a dramatic effect	 and water vapour concentrations are already much higher. "	out whether CO2 blocks different parts of the spectrum to water.	791045	climate change
3937	Scientific progress often depends on the maverick or nay-sayers who challenge a prevailing consensus. Without such dissenters science would stagnate. 	out whether science is reliant upon dissenters who challenge prevailing consensus.	526504	climate change
3938	Ptolemy's system was a mathematical structure that was observationally adequate as late as the 16th century and not much more complex than the Copernican successor. 	whether Ptolemy's system was a mathematical structure that was observationally adequate as late as the 16th century.	526504	climate change
3939	The earth's climate has never been constant. 	how the earth's climate has changed over time	17013	climate change
3940	"Also it is said that reserves of coal	 oil and gas are depleting and will not last much longer so we need to find alternative ways to produce energy anyway. "	"how long the reserves of coal	 oil	 and gas can last before they are depleted"	635782	climate change
3941	"There have certainly been many times since life appeared on Earth that the ""habitability"" of the planet has been less than now. "	how the habitability of the Earth has changed since life first appeared	17024	climate change
3942	"If the Hydrocarbons are a greenhouse gas (they are)	 then we should be able to test and predict the effects of the added gas in our atmosphere. "	whether hydrocarbons are a greenhouse gas	556636	climate change
3943	The regulations and mistakes the Federal and State EPA makes in the US has already cost us billions of dollars and thousands of lost manufacturing companies and jobs. 	the costs that have resulted from the Federal and State EPA regulations	303722	climate change
3944	why do you think the glaciers are melting all over the world if the temp is not rising? 	reasons why glaciers are melting	635762	climate change
3945	do you really think that basic science is wrong also and CO2 does not trap heat? 	role of carbon dioxide in trapping heat in the Earth's atmosphere	635762	climate change
3946	Have a look at any chart of temperature of the earth since the dawn of the industrial age and you will see an average steady rise. 	average temperatures on earth in the last 200 years	635762	climate change
3947	"Pollution controll will have effects beyond ""global warming"" anyway....it will make us healthier and have the ability to actually see a city skyline. "	benefits of reducing pollution 	457837	climate change
3948	"RE this water vapor stuff...  SSM/I measurements made since 1987 show atmospheric water vapor is increasing. "	average amount of water vapor in the atmosphere year over year	690134	climate change
3949	Ths US currently imports about 70% of its oil (if memory serves). 	oil importing facts	673772	climate change
3950	did you know that mearly a drop to 19% oxygen is enough to make you pass out? 	oxygen depletion	30418	climate change
3951	"Acutally global warming causes it to be hotter in the summer and colder in the winter	 which is bad for any living thing. "	global warming effects	30418	climate change
3952	More CO2 in the atmosphere causes more of a Greenhouse effect. 	CO2 effects on the atmosphere 	690182	climate change
3953	"The disrupted ocean currents in turn disrupt climate patterns in coastal regions	 which in turn disrupt climate in adjacent regions. "	climate change in oceans	690182	climate change
3954	"I know of at least one article from 10 years ago (Terrestrial Ecosystem Feedbacks to Global Climate Change - Lashof et al - Annual Review of Energy and the Environment	 1997 edition	 volume 22) that talks about this AND is talking about how it is a potentially catastrophic result of man's activities. "	Mans activities and the catastrophic result	537191	climate change
3955	"A majority of the worldâ€™s climate scientists have convinced themselves	 and also a lot of laymen	 some of whom have political power	 that the Earthâ€™s climate is changing; that the change	 from humanityâ€™s point of view	 is for the worse; and that the cause is human activity	 in the form of excessive emissions of greenhouse gases such as carbon dioxide. "	Evidence of climate change according to climate scientists	799089	climate change
3956	"Some think that recent	 well-grounded data suggesting the Earthâ€™s average temperature is rising are explained by natural variations in solar radiation	 and that this trend may be coming to an end. "	Earths average temp rising causes	799089	climate change
3957	"Since one of those politicians was Thabo Mbeki	 then president of South Africa	 hundreds of thousands who might have been saved by an anti-AIDS policy grounded in scientific reality died as a result of his policies. "	Thabo Mbeki anti aids policy	799089	climate change
3958	"And as these new energy sources dominate the market	 our addiction to Oil will steadily decrease incrementally to the growth of the new technologies. "	New technologies and its effect on oil consumption	673776	climate change
3959	"The evidence of ozone depletion is stronger than the ""evidence"" supporting global warming. "	evidence of ozone depletion and evidence supporting global warming from Wikipedia to support or refute highlighted text.	321639	climate change
3960	CO2 makes up 0.03 percent of air there are more forests today than it was years ago and more CO2 will be used by plants and the world would become greener it is plant food 	evidence that CO2 makes up .03 % of air from Wikipedia or Science sites to support or refute the highlighted text.	2833	climate change
3961	"Further supported by   The base line conclusion relevant here is:  Foot note seven says:  Further flushing out what my concerns are:  Finally page 9 lists dangers of global warming	 and the lowest level it has for the option of ""Likelihood of a human contribution to observed trend"" is ""More likely than not."" "	likelihood of human contribution to climate change from Wikipedia or Science sites to support or refute the highlighted text.	550509	climate change
3962	I'm not aware of ANY scientific journal in the world that has politicians as its peer review group. 	scientific journals that have politicians as a peer review group from actual scientific journal sites.	799168	climate change
3963	But make no mistake that we have impacted the global temperature by our mass release of greenhouse gases into the atmosphere. 	global temperature impacted by release of greenhouse gases into the atmosphere from Wikipedia or science sites to support or refute the highlighted text.	791042	climate change
3964	"Velikovsky had some wild hypothesis of an atmospheric disturbance that brought the cold of outer space down to the surface	 but he was always better at pointing out problems with existing theories than he was in proposing solutions. "	Velikovsky scientific findings on results from atmospheric disturbances	365057	climate change
3965	"I believe this thread makes a good point	 there is no evidence that dangerously high temperatures have been a problem in this epoch	 plenty of evidence that dangerously low ones have been. "	how high temperatures effect climate 	936971	climate change
3966	"And finally	 does anyone really believe that being taxed by the Government based on estimated personal pollution output derived by ones lifestyle will actually change or effect Global Warming in reality? "	"benefits of government taxes on individuals	 depending on pollution contribution	 will help with global warming"	605070	climate change
3967	"Just wait till you see how hot it is down here emoticonXAngry   ..But anyways global warming isnt man made	thats just another one of Jesuses tricks...   First off	 CO2 only makes up .00036% of the atmosphere. "	studies that give CO2 levels in the atmosphere and determine if it contributes to global warming	279712	climate change
3968	"Second	 the Earth actually started warming around 1850 (as a result of the Little Ice Age ending)	 and CO2 emissions became prominent only 50 years later. "	date global warming began and when CO2 emissions became noticeable to climate	279712	climate change
3969	"H2O vapor accounts for >95%	 should we stop showering with hot water	 too? "	if H20 vapor accounts for over 95% of atmospheric gases.	321640	climate change
3970	"I live 200 metres above sea level	 that doesn't mean we don't get problems with flooding. "	if people who live 200 metres above sea level still experience flooding.	799157	climate change
3971	"Large glacier melt could easily result in flooding	 particularly if melt pools build up and break through in one go. "	if glacier melt results in flooding.	799157	climate change
3972	"If that happens in India	 people will starve and/or contract cholera and/or not be able to get potable water. "	if flooding can cause people in india to starve and contract cholera.	799157	climate change
3973	"When there is a drought in Ethiopia	 people starve. "	if people starve in Ethiopia when flooding occurs.	799157	climate change
3974	"You apparently missed the memo where climate change activists already agreed that the warming extended to entire arctic circle and also Asia	 on the basis of Chinese agricultural records showing that citrus fruits are able to be progressively grown further north and then fall back further south during this time period	 and on the basis of glacier retreat around the entire northern hemisphere during this time period. "	when climate change activists agreed on the warming happening	799315	climate change
3975	"I welcome criticism of our current understanding of the Medieval Warm Period and attempts to refine our knowledge of how the temperature variance was distributed globally	 but denialist rejection of peer reviewed studies published in Nature and other prestigious journals simply because they don't fit your agenda is irresponsible and hateful. "	what the medieval warm period is and when it took place	799315	climate change
3976	"But greenpeace isn't like any other company	 because it's not making any money. "	is greenpeace non profit or not?	444943	climate change
3977	"If you're prepared to believe Greenpeace is engaged in a conspiracy to lie about climate change	 why are you prepared to believe the information churned out by the oil industry and its paid lackies	 where you really can see the money trail? "	greenpeace opinions on climate change 	444943	climate change
3978	"CO2 is currently running at 380ppm	 the top of that graph is at most around the 300 million mark. "	CO2 emissions and if it's accelerating. 	444943	climate change
3979	Global warming may save us from an ice age in the future...ice ages tend to be a real drag 	will global warming prevent an ice age	936930	climate change
3980	The amount of deforestation and desertification currently occurring only makes it worse. 	is deforestation really making global warming worse.	279710	climate change
3981	A novel concept to those of a denialist persuasion. 	can people who don't believe in climate change can they be changed.	799226	climate change
3982	Aparently the climate changes over the past few tears do not match the ipcc computer models etc etc. 	what ipcc computer models are.	635764	climate change
3983	"it doesn't matter one iota whether ""the bulk"" of the world scientist believes in global warming or not. "	if most scientists believe in global warming 	303719	climate change
3984	"The problem is that once the true facts are made known	 environmental groups that require the Chicken Little mentality for continued funding	 will find that people will stop funding them. In other words	 if it isn't a ""crisis""	 who cares? "	do people only care if it's a crisis 	17026	climate change
3985	"The only ""scientific"" evidence a skeptic will be provided with is this:  A lot of government funded scientists with a vested interest in promoting global warming believe in global warming	 therefore end of discussion. "	Do government funded scientists benefit to  lie about global warming?	791104	climate change
3986	"So I'm supposed to be swayed that June-August had warmer average water temperatures than normal	 especially since the measurement of anything other than surface water temperature isn't even attempted at all?emoticonXConfused  One of the biggest problems with the AGW crowd is that the biggest contributor to global temperature	 the oceans	 aren't even measured except superficially. "	Did June-August have warmer average temperatures?	791075	climate change
3987	Most countries have lotteries. 	Do most countries have lotteries?	519099	climate change
3988	"The US still has the lowest upward social mobility on the planet	 but we have the largest downward social mobility. "	Does the US have the lowest upward social mobility?	519099	climate change
3989	The odds are good (94%) that you will make less in constant dollars than your parents in your lifetime if you are middle class. 	What are the odds for someone to make less money then their parents?	519099	climate change
3990	"@ Freedom:   So let me understand something:   Shortwave radiation (sunlight) emitted by the sun passes through our atmosphere and warms the eartth. "	Shortwave radiation and their effect on the earth	936942	climate change
3991	"Longwave (or IR) radiation is then reradiated from the earth	 some is absorbed by certain gasses in the atmosphere	 and reradiated back out in all directions	 including back to the surface of the earth. "	Longwave radiation and how they are transmitted back and forth between earth and atmosphere	936942	climate change
3992	"He would say ""well said there Waxy and I'm glad to hear you fully support the Kyoto agreement with it's aim of slowing down our CO2 pollution of the planet. "	CO2 pollution and how it can be slowed down	279737	climate change
3993	"Welcome to the world of the 'radial environmentalist'"" "	definition of radial environmentalism	279737	climate change
3994	"In short	 you agree decreasing meat consumption will cause more starvation not less	 but you put forward the converse argument anyway	 as some kind of inane excercise is anti-CO2 propaganda. "	Meat consumption and its impact on the environment and CO2 pollution	655258	climate change
3995	Carbon dioxide can get into the upper atmosphere simply by virtue of convection. 	if carbon dioxide can enter the upper atmosphere via convection 	690057	climate change
3996	"Let's debunk a little just for S&G's ($hits and grins	 that is)  The Earth is over 70% water. "	what percent of the earth is water 	820600	climate change
3997	Humans of course are destroying the ozone layer. 	if humans contribute to the destruction of the ozone layer 	2843	climate change
3998	"Globally	 the temp is rising. "	if global temperatures are rising 	534969	climate change
3999	We know the link between CO2 and global warming. 	if there is a proven link between CO2 and global warming 	321638	climate change
4000	I clain that the study of AGW is nearer to volcanology or long range weather forecasting because it involves amassing huge amounts of data to make the best prediction possible. 	how AGW is studied	799306	climate change
4001	I have read on this and other forums that many AGW doubters are not climatologist and therefore should be discounted...you are not a climatologist therefore I discount you. 	credibility of AGW doubters	799306	climate change
4002	We know we are producing more CO2 than we used to. 	Find average CO2 production rates for past 10 years to support increase in CO2 production trends	279648	climate change
4003	We know that CO2 levels in the atmosphere are higher than they used to be. 	Find data for current amounts of CO2 levels in atmosphere and compare it to CO2 levels in atmosphere from past years.	279648	climate change
4004	The O isotope ratio is an excellent indicator of global temperature. 	Find evidence that supports the statement that the oxygen isotope ratio is an indicator of global warming	17011	climate change
4005	"Thing is	 we know that heightened CO2 levels cause warming	 it's a matter of basic physics. "	Find evidence supporting statement that heightened CO2 levels cause global warming.	635780	climate change
4006	"One more thing	 a volcanic eruption puts out more CO2 than humans. "	"Find research on the amount of CO2 volcanic eruptions put out	 and find research on amount of CO2 emitted by humans	 and compare those values."	728107	climate change
4007	The cult of global warming is a cult built around some scientific evidence. 	scientific evidence for global warming	791056	climate change
4008	"I think way too many Liberals jump to conclusions to point the finger of blame at the U.S.	 so yes	 I'm very skeptical of ""evidence"" that depletion of the ozone layer is man (U.S.) made. "	Is depletion of the ozone layer man made?	52376	climate change
4009	climate change is a reality and denying it wont change the fact. 	is climate change a reality? 	847552	climate change
4010	"If global warming is down to natural causes	 there's nothing we can do about it. "	the main cause(s) of global warming	558053	climate change
4011	I wonder how many scientists have studied the activity of the sun in regards to this gradual rise in average temperatures. 	the number of scientists who have studied the sun's activities in regards to the rise in the earth's temperatures	926031	climate change
4012	"I'll take the ""you're full of doodoo"" position and you can take ""the Sky is Falling"" position. "	"I'll take the ""you're full of doodoo"" position and you can take ""the Sky is Failing"" position."	791106	climate change
4013	"""we came in close contact with an iceberg	 and she may be sinking	 but it is by no means proven. "	"""we came in close contact with an iceberg	 and she may be sinking	 but it is by no means proven."	17084	climate change
4014	Cranks getting on journal editorial teams is not the same as coming up with evidence that contradicts climate change. 	Cranks getting on journal editorial teams is not the same as coming up with evidence that contradicts climate change.	799044	climate change
4015	They in full confidence they will assert the truth of AGW hoping that since they are ignorant of the 'science' and their opponent is as well it will just turn into a debacle over authority and motives of experts. 	They in full confidence they will assert the truth of AGW hoping that since they are ignorant of the 'science' and their opponent is as well it will just turn into a debacle over authority and motives of experts	936985	climate change
4016	"A far more precise method though is through the analysis of gases (inclding hygrogen isotopes	 oxygen isotopes	 carbon dioxide	 methane and dimethyl sulfide) from ice cores drilled in Greenland and Siberia. "	"A far more precise method though is through the analysis of gases(inclding hygrogen isotopes	oxygen isotopes	 carbon dioxide	 methane and dimethyl sulfide) from ice cores drilled in Greenland and Siberia."	279719	climate change
4017	"EU CO2 emissions rose in 2004-2005	 despite all of the hype about emissions trading and Kyoto. "	if the EU CO2 emissions for 2004-2005 rose higher than previous years.	449316	climate change
4018	"Evidence from plant fossil-remains suggest that there was as much CO2 in the atmosphere about 11	000 years ago as there is today. "	"out if there was as much CO2 in the atmosphere 11	000 years ago as there is now"	449316	climate change
4019	"In ""Global Warming and Malaria: A Call for Accuracy"" (The Lancet	 June 2004)	 nine leading malariologists criticized models linking global warming to increased malaria spread as ""misleading"" and ""display[ing] a lack of knowledge"" of the subject. "	out if global warming is contributing to an increase in malaria being spread.	449316	climate change
4020	A specific example of this is Gore's acknowledgement that 30 percent of global CO2 emissions come from wood fires used for cooking (p. 227). 	out if 30% of CO2 emissions come from wood fires that are used for cooking	449316	climate change
4021	"A leading Canadian polar bear biologist wrote recently	 ""Climate change is having an effect on the west Hudson population of polar bears	 but really	 there is no need to panic. Of the 13 populations of polar bears in Canada	 11 are stable or increasing in number. They are not going extinct	 or even appear (sic) to be affected at present."" "	"out if Polar bears are being effected by climate change	if they are in danger of going extinct and if the populations in Canada are increasing."	449316	climate change
4022	"Gore and his ilk were actually politicizing this rubbish back in the 70's when Gore worked the ""Nashville Tennessian"" newspaper. "	when the term global warming was first coined	799137	climate change
4023	Also being pushed since the inception of the UN in 1945. 	when was the United Nations was first created	799137	climate change
4024	The U.S. is still a leading producer of emmisions. 	out whether the U.S. is even in the top ten countries for emissions	558081	climate change
4025	I also remember at University there was a big deal about an aluminum plant in Southern California or maybe Mexico that was constantly blowing smoke into a particular mountain range that was growing trees. 	out which aluminium plant was investigated in southern California for spewing too much smoke into a tree-covered mountain range.	690030	climate change
4026	"Without going and looking up the figures for the energy levels of a CO2 molecule	 and how many CO2 molecules there are in the atmosphere	 and factoring in the curvature of the earth (plus a few hundred other variables) I can't provide an exact figure. "	out how much CO2 is in the atmosphere	537203	climate change
4027	Hydrogen will never replace fossil fuels as an energy source because hydrogen is not an energy source. 	out if Hydrogen can be used as an energy source	185158	climate change
4028	The shear acreage needed for wind and solar farms will requires many states to be covered wall-to-wall with such monstrosities. 	how much energy is produced by solar and wind farms per acre	635805	climate change
4029	"Quote... De Freitas	 based at Auckland Universityâ€™s School of Geography and Environmental Science and with 30 years of climate science under his belt	 does not deny that atmospheric CO2 concentration is rising	 but questions the effect that that is having	 and in particular whether it is dangerous. "	statements De Freitas has made	635759	climate change
4030	"It's called chemical weathering. CO2 in the atmosphere is combined with water to form carbonic acid which is carriedby rainwater	 making it acidic. The rainwater attacks rock	 neutralizing the carbonic acid in it	 creating carbonate-containing minerals which are amongst the most ubiquitous minerals on the planet. "	the process and results of chemical weathering	791083	climate change
4031	To imply that the US is the largest contributor of CO2 is just another lie designed to demonize us for our quality of life. 	CO2 contribution of each nation	799118	climate change
4032	Killing people cuts down Carbon Dioxide emissions! 	how much carbon dioxide is produced by the average person 	17015	climate change
4033	"Since increasing meat consumption is irrational because it will not feed the poor and it will do even more damage to the environment	 again	 the solution proposed is to support the initiative for developing nations to become more self-sufficient in growing plant foods for themselves. "	how much damage meat consumption does to the environment	655257	climate change
4034	"No	 I wouldn't have	 but since you bring it up...  Nearly all the food humans eat today	 even in the Western world is GM including maize	 tomatoes	 and soy	 etc	 etc. "	what food is GM and what isn't	655257	climate change
4035	"""The livestock sector is a major player [in climate change]	 responsible for 18% of greenhouse gas emissions measured in CO2 equivalent. "	average CO2 emissions from livestock	655257	climate change
4036	"However	 I see no evidence that suggest continuing high meat consumption will save hungry people so from a rational view I do my part regardless of whether I'm really helping or not because I support the cause and afterall	 it does reduce my negative impact on the environment	 it's extremely easy to cut meat back and according to major sources	 probably healthier. "	would high meat consumption and production feed the poor.	655257	climate change
4037	Ice that has exsisted for 126 million years has disapeared. Other ice cored and dated that is over 50 million years old is almost gone. 	out how many years old the oldest ice on Earth is	511657	climate change
4038	"We're going to cause clouds of pollutants to screen out the sun's warming rays	 allowing the earth's temperature to plummet. Glaciers will form all the way down to the Florida panhandle. "	out if there is any evidence glaciers will form in Florida	17000	climate change
4039	"I'm suggesting that this is one such situation (this is something that hasn't been brought up yet	 wind power is far cheaper than nuclear per unit of electricity	 even at this fairly early stage). "	out if nuclear power is more expensive than wind power	673789	climate change
4040	Don't breeder reactors make the abundance of uranium less significant as well? 	if the latest nuclear reactors are becoming more uranium efficient.	500002	climate change
4041	"We're due for a non Ice Age melting of the polar caps in about 50	000 years. Then we'll have about 200	000 years without ice caps and then another freezing period. "	evidence that the melting of polar caps is not a natural cycle	420644	climate change
4042	It has been proven that heat escapes our atmosphere recently. 	if heat has been escaping our atmosphere	690192	climate change
4043	"Why is Mars and Saturn ""warming"" at the same rate as Earth? "	if mars and saturn are heating up at the same rate as earth.	690192	climate change
4044	"Lets not try to confuse people with emperical facts.... it just makes things hazy...  People who totally deny GW are looking for ultimate truth	 much like creationists. "	what people who don't believe in climate change want 	279822	climate change
4045	"In other words	 the pictures of the hole in the earth's ozone layer is a proof that you can't refute	 so	 you lost the argument and rather than cede to absolute proof that you're wrong	 you turn the argument into me . "	pictures of the hole in the ozone layer	936959	climate change
4046	I have stated that the Climate change scientists cannot predict climate change as accurately as they say they can and that recent events prove this. 	how accurate are climate change scientists in their predictions 	799340	climate change
4047	Some people confuse CO-carbon monoxide and CO2-carbon dioxide. 	Differences between CO-carbon monoxide and CO2-carbon dioxide	936979	climate change
4048	"By the way	 what is the temperature in Fahrenheit if it is 70 degrees Celsius? "	converting temperature from degrees to Fahrenheit	365060	climate change
4049	"Well I can assure you with 100% confidence lyteboy	 the Earth is definitely ROUND so you can abandon that flat Earth nonsense. "	The shape of planet earth	534993	climate change
4050	"Pollution controll will have effects beyond ""global warming"" anyway....it will make us healthier and have the ability to actually see a city skyline. "	Effects of pollution of the environment	457837	climate change
4051	With the rest of the money we should continue researching and deciding what actually is causing global warming. 	Causes of global warming	457837	climate change
4052	Anyone who doubts the certainty of global warming are called 'deniers' by the believers with the same venom that 'heretic' was used against others in the past . 	are climate change deniers considered heretics 	635743	climate change
4053	"Global warming may or may not be the result of what humans are doing	 although it sure isn't helped by our destorying the environment. "	what cause global warming	16992	climate change
4054	"Now the increasing amount of natural disasters worries me a lot more than global warming which doesn't seem to be progressing to quickly (from winter to early summer	 136 of 140 days were below average temperature where I live). "	are natural disasters increasing? 	16992	climate change
4055	"There is definitely truth to this	 but IMHO	 we've done a decent job of improving mpg and emissions while actually increasing power. "	have emissions improved while increasing power.	279817	climate change
4056	"The late 90's and early 00's have actually seen a bit of a return to the HP wars of the 60's and 70's	 especially in the truck market	 and IMHO	 that will change with rising fuel costs. "	were 90's and 00's prevalent in hp marketing	279817	climate change
4057	"This ""science driven decision"" being based on listening to the likes of Philip Cooney	 a man with no scientific training	 links to the oil industry and who had to hurriedly resign after it was revealed he doctored scientific papers presented to the USA government to remove the global warming evidence. "	Philip Cooney's views on climate change	303701	climate change
4058	"You know	 Steve	 I was wondering why this awesome report of Inhofe's hadn't received more mileage in the press	 aside from a few blogs and right-wing media outlets like the the Washington Times. "	Inhofe's report on climate change	605082	climate change
4059	"Water vapor accounts for 95% of the earth's greenhouse gas	 not 95% of the effect of greenhouse gas. "	Water vapor's content in terms of greenhouse gas	791053	climate change
4060	"However	 water vapor has a different radiative forcing value than CO2. "	water vapor radiation component	791053	climate change
4061	"And consider that 0.001% of water vapor is man-made	 vs. approximately 0.117% for CO2	 and one sees why our anthropogenic contributions could be having an effect. "	how much of water vapor is man-made	791053	climate change
4062	The biggest eniviromental thing i would like to see happen is to get rid of cars that use gas. It would be nice to one day be able to stand 10 feet from the LA skyline and actually be able to see the building in front of you. 	out if there have been any serious proposals to replace fossil fuel vehicles completely	442312	climate change
4063	We're supposed to just take their word for it and ignore all the other scientists who disagree. 	out if the percentage of scientists who agree that climate change is happening is reported to be different between any two publications with a varying bias	605036	climate change
4064	They do not follow the same pattern and the temperature for 2007 is lower on one than another. 	out how large of a time span one would need to look at to get an accurate idea of a trend in temperatures	722757	climate change
4065	"If we want to improve the atmosphere that we breathe and the water that we drink	 we need to stop clearcutting the rain forests	 over-fertilizing lousy soil and paving Â½ of the world with asphalt and concrete. "	what percentage of the Earth's surface has been covered in asphalt or concrete	820608	climate change
4066	"I think we have a problem with overconsumption in the US	 so maybe less consumption would be bad	 but when accountants and economists look at overall numbers and see people consuming less and less	 they take this to mean that the economy has been wrecked. "	out if there has actually been a decline in overall consumption in the United States	279800	climate change
4067	"And the thing is	 global warming may very well be real and fixable but when you have the kind of propaganda you speak of it makes me question the actual argument. "	ways of preventing global warming	605129	climate change
4068	"If what happened after the Iraqi Invasion is any indication many of them probably think that the ""Cheese eating surrender monkeys"" got what they deserved. "	The iraqi invasion	32896	climate change
4069	"(let's see how much Arch actually understands this)  Explain to me how Carbon credit trading markets are any different then say	 Sulfur credit markets which was responsible for the drastic reduction in US emissions of sulfur? "	Differences between carbon credit trading markets and sulfur credit markets	534948	climate change
4070	Surely this in an indication of evangelical hostility to science. 	Perceptions of evangelism towards science	508422	climate change
4071	And I believe the US is doing everything we can to be environmentally responsible without breaking the bank completely. We are definitely doing more than most other Countries on Earth. 	The role of the US in preventing environmental pollution	534989	climate change
4072	I described a tactic and ascribed it to a group who use it to resist the acceptance of a well established reality. 	tactics used to resist the well established reality	17075	climate change
4073	CO2 levels and temperature levels have been rising hand-in-hand. 	Statistics about CO2 and temperature levels rising	279729	climate change
4074	"Work by Tim Barnett and his team	 of the Scripps Institution of Oceanography in La Jolla	 California	 has shown conclusively that the increases in temperature can only be explained by human activity. "	research by Tim Barnett and his team and their findings	279729	climate change
4075	"Their studies rule out increased solar radiation	 changes in the amount of sulphate particles from volcanic emissions in the air and natural fluctuations as being the causes. "	evidence of increase in solar radiation	279729	climate change
4076	"Plants enjoy higher levels of CO2	 but they are affected by temperature. "	CO2 impact on plants growth	279729	climate change
4077	Most of them have also now conceded that human activity is having a significant impact. 	the impacts of human activities on climatic changes	508433	climate change
4078	"Wind	 while variable	 is predictable fairly precisely up to 3 hours in advance. "	if wind variables is predictable in 3 hours	673786	climate change
4079	"High temperatures prove the global warming theory	 and low temperatures also prove the global warming theory. "	the relationship between temperature and Global warming theory	820607	climate change
4080	We've known about CO2 fluctuations for decades. 	in recent 5 years the statistics showing CO2 fluctuations	537195	climate change
4081	Are you seriously saying that we can dismiss the last half century of warming based on weather in 1 year in the northern hemisphere? 	recent 5 years statistics showing warning in the northern hemisphere	690093	climate change
4082	Have the eco worriers got a plan b if it turns out that trillions of dollars have been wrongly spent? 	what plan b do the eco worriers have	936966	climate change
4083	...and this coming global meeting to replace the Kyoto Treaty is just a way to get the US to pay other countries to do nothing. 	Kyoto Treaty and what resolutions it has	590064	climate change
4084	"I hear there'll be some 10	000 people flying in and riding limos to some meeting in Bali to discuss how much money the US is going to be asked to distribute to other countries. "	how many people will be flying in to the meeting	590064	climate change
4085	We're expected to pay Brazil for not cutting down rain forests. 	Rain forests in Brazil and their impact on environment	590064	climate change
4086	We know that the Earth warms and cools for a myriad of reasons. 	all the reasons the earth cools and warms	791070	climate change
4087	Global warming is predicted to cause extremely hot summers and extremely cold winters as it reduces the heat transfer capacity of the oceans. 	if global warming is predicted to cause hot summers and cold winters.	690013	climate change
4088	"Furthermore	 the early blizzard is a known phenomena that occurs in the Mid West. "	out what the early blizzard is in the Mid West.	690013	climate change
4089	"I'm not familiar with the Innuit issue	 but Smithsonian recently published a comprehensive article on the South Pacific situation. "	if Smithsonian published a comprehensive article on the South Pacific situation.	185157	climate change
4090	"Just go to an cold place like Alaska and see if there were any changes in the past 30 years. If there were none	 then no global warming. If there was	 then there is global warming. "	if there were any climate changes in Alaska in the past 30 years.	17007	climate change
4091	"China and every other developing country still emits less than their ""fair share"" of CO2. "	out how much CO2 china and other developing countries emit.	690110	climate change
4092	Which adds up to you have no more idea whether global warming is actually happening nor whether man is the cause of it than I have. 	global warming	635748	climate change
4093	"Individual climatologists quoted by Inhofe's mob might well have cogent criticisms to make of GW theory	 but Inhofe's ""report"" is not the right place to look for or discuss it. "	individual climatologists	605106	climate change
4094	"The difference between you and me is that while I would prefer the current consensus to be wrong	 I am willing to be persuaded by evidence against my wishes that what I would rather were wrong is probably right. "	evidence against others	605106	climate change
4095	"if you knew anything about Greek mythology you ought to know that Cassandra was proven right  the difference between you and symbiote is that she knows that the earth is not cooling down	 so she resorts to sarcasm trying to make fun of the scientific consensus that yes CO2 is warming up the planet. "	CO2 is warming	635750	climate change
